pair_id,type,a_id,a_name,b_id,b_name,same_probability,part_of_probability,tier,survivor_suggestion,reasons,a_desc_excerpt,b_desc_excerpt
sc10bis_ignatius_ad_trallianos__work_de_providentia_seneca_a2b3c4d5,work,sc10bis_ignatius_ad_trallianos,"Ignatius, Ad Trallianos",work_de_providentia_seneca_a2b3c4d5,De Providentia (On Providence),0.81,0.09,0.7-0.9,work_de_providentia_seneca_a2b3c4d5,description_token_overlap,"Ignatius of Antioch (c. 35-117 CE), Epistula ad Trallianos (Πρὸς Τραλλιανούς). One of the seven authentic middle-recension letters, written from Smyrna en route to martyrdom in Rome. The letter addres","Author: Seneca the Younger
Date: c. 63-64 CE (late period)
Addressee: Lucilius
Language: Latin
Structure: 6 chapters, 68 sections

""Quaesisti a me, Lucili, quid ita, si providentia mundus regeretur, m"
argument_alexander_witness2_ch18_stoic_practical_self_refutation_amand1945__argument_carneadean_stoic_pragmatic_self_refutation_amand1945,argument,argument_alexander_witness2_ch18_stoic_practical_self_refutation_amand1945,Témoin n°2 (Alexandre De Fato 18) — Quatrième argument : auto-réfutation pragmatique des Stoïciens,argument_carneadean_stoic_pragmatic_self_refutation_amand1945,Argument carnéadien — Auto-réfutation pragmatique des Stoïciens (Alexandre §18 ; Eusèbe Praep. ev. VI.6.16-17),0.8,0.67,0.7-0.9,argument_carneadean_stoic_pragmatic_self_refutation_amand1945,description_token_overlap;label_token_overlap,"Fourth anti-fatalist moral argument reconstructed in Alexander De Fato 18 (Bruns p. 188 l. 22 — p. 189 l. 25) by Amand 1945 (analysis p. 146-147, Greek text p. 152). The Stoics' practical attitude cle","Additional argument reconstructed by Amand (1945, p. 585) on the basis of Alexander (of Aphrodisias) (Περὶ εἱμαρμένης 18, 4th argument), with support from Eusebius (Praep. ev. VI, 6, 16-17, 4th argume"
argument_furst_2022_josephus_three_jewish_sects_freedom_taxonomy__scholarly_argument_martin_josephus_use_of_heimarmene_to__0,argument,argument_furst_2022_josephus_three_jewish_sects_freedom_taxonomy,Josephus classifies Pharisees/Sadducees/Essenes according to their positions on freedom (Fürst 2022 Kap. III 1),scholarly_argument_martin_josephus_use_of_heimarmene_to__0,Martin: Josephus uses heimarmene (fate/destiny) as the central criterion to differentiat,0.8,0.47,0.7-0.9,argument_furst_2022_josephus_three_jewish_sects_freedom_taxonomy,description_token_overlap;label_token_overlap,"Fürst 2022 thesis (Kap. III 1, p. 103-105): Flavius Josephus (AJ XIII 5,9 = 171-173; AJ XVIII 1,3 = 13; BJ II 8,14 = 163-165) maps the three principal Jewish sects according to their positions on the ","Martin notes heimarmene occurs in only four passages of the Antiquities and that in XIII,171-3 (with XVIII,12-22 and Bell. II,162-6) Josephus makes attitude to heimarmene 'the single issue which disti"
scholarly_argument_engberg_pedersen_determinism_and_fate_in_stoic__1__scholarly_argument_engberg_pedersen_fate_and_moral_responsibility__2,argument,scholarly_argument_engberg_pedersen_determinism_and_fate_in_stoic__1,Engberg-Pedersen: Stoic ethics must be studied as a comprehensive philosophical system rather than,scholarly_argument_engberg_pedersen_fate_and_moral_responsibility__2,"Engberg-Pedersen: The Stoic system, with its combination of determinism at the cosmic level and in",0.8,0.36,0.7-0.9,scholarly_argument_engberg_pedersen_determinism_and_fate_in_stoic__1,description_token_overlap;label_token_overlap,"Engberg-Pedersen presents the I→X→S model as 'the basic logical shape' of Paul's and of Stoic 'anthropology' and 'ethics' (p. 33), and insists that Stoic ethics be studied 'as a comprehensive philosop","Not verifiable in the fonds: the extraction holds only the first page of each chapter (pp. ix, 1, 33, 45, 81, 105, 131…). p. 82 and any discussion of Phil 2:12-13, of 'determinism at the cosmic level'"
scholarly_argument_munier_free_will_and_determinism_in_j_0__scholarly_argument_munier_human_nature_and_salvation_in__1,argument,scholarly_argument_munier_free_will_and_determinism_in_j_0,Munier: The work is a comprehensive study of Justin's Apology that addresses theological,scholarly_argument_munier_human_nature_and_salvation_in__1,Munier: Munier discusses Justin's anthropology and soteriology in chapter IX.4 'L'homme ,0.8,0.78,0.7-0.9,scholarly_argument_munier_free_will_and_determinism_in_j_0,description_token_overlap;label_token_overlap,"Munier treats free will within ch. IX.4 'L'homme et son salut'. Moral responsibility and free will are closely interdependent in Justin, as in most Apologists; free will is a 'pièce maîtresse' of earl","Ch. IX.4 'L'homme et son salut' (pp. 114-127) opens with Justin's optimism about creation and, on the soul (immortal by grace, not by nature), quotes Puech: the soul must be rewarded according to its "
synthesis_bobzien2001_ch2_chrysippean_arguments__synthesis_bobzien2001_ch3_modality,synthesis,synthesis_bobzien2001_ch2_chrysippean_arguments,Bobzien 2001 Ch. 2 — Deux arguments chrysippeens pour le determinisme causal (bivalence + divination),synthesis_bobzien2001_ch3_modality,"Bobzien 2001 Ch. 3 — Modalite, determinisme, liberte (Chrysippe vs Diodore vs Philon)",0.8,0.89,0.7-0.9,synthesis_bobzien2001_ch2_chrysippean_arguments,description_token_overlap;label_token_overlap,Synthesis Bobzien 2001 ch. 2 (p. 59-96): Chrysippus develops two distinct arguments to establish universal causal determinism. (1) Argument from bivalence (§2.1): every future proposition already has ,Synthesis of Bobzien 2001 Ch. 3 (p. 97-143): Chrysippus develops a distinct modal system that must preserve contingency within the framework of causal determinism. (1) Hellenistic modalities (§3.1.1):
scholarly_argument_bobzien_divination_and_determinism_5__scholarly_argument_bobzien_divination_and_determinism_the_3,argument,scholarly_argument_bobzien_divination_and_determinism_5,"Bobzien: Chrysippus used the existence of divination as proof of causal determinism, but ",scholarly_argument_bobzien_divination_and_determinism_the_3,"Bobzien: Chrysippus' divinatory theorems state universal sign-relations, not active causation",0.8,0.6,0.7-0.9,scholarly_argument_bobzien_divination_and_determinism_the_3,description_token_overlap,"Chrysippus proved fate through the existence of divination (§2.2). Against the objection that divination and Stoic contingency are incompatible, Bobzien argues that divinatory theorems (universal, e.g",Divination and determinism: the regularity objection — Chrysippus' concept of divination does not state active causal relations but rather universal sign-relations (regularity/correlation of occurrent
scholarly_argument_wang_divine_determinism_and_electio_1__scholarly_argument_wang_predestination_and_free_will_0,argument,scholarly_argument_wang_divine_determinism_and_electio_1,"Wang: Election is not about deterministic divine decree but about God's self-giving, s",scholarly_argument_wang_predestination_and_free_will_0,Wang: Rejects the Reformed doctrine of double predestination; proposes 'cruciform elec,0.79,0.6,0.7-0.9,scholarly_argument_wang_divine_determinism_and_electio_1,description_token_overlap;label_token_overlap,Wang (Abstract): the primary principle Paul underscores in Romans 9 is that the cross is 'the supreme expression of God's purpose of election'. The cross 'not only is a statement about God's determina,"Wang reassesses (rethinks) the Reformed doctrine of predestination through Paul's theology of the cross and his Jewish background, proposing to put 'cruciform election' foremost in our understanding o"
scholarly_argument_blackson_e_vs_d_object_of_choice__scholarly_argument_blackson_minimum_belief_for_having_a_no_0,argument,scholarly_argument_blackson_e_vs_d_object_of_choice,"Blackson: Frede mis-specifies the object of choice — adults choose to EXERCISE the ability to use impressions (E), not choose to ASSENT (D); on E, the early Stoics probably already had a notion of a will",scholarly_argument_blackson_minimum_belief_for_having_a_no_0,"Blackson: Against Frede, the minimum belief is not that adult humans choose to assent to i",0.79,0.59,0.7-0.9,scholarly_argument_blackson_minimum_belief_for_having_a_no_0,description_token_overlap;label_token_overlap,Blackson ASSERTS that Frede's 'minimum belief' for a Stoic notion of a will misidentifies the object of choice. Frede's proposition D: adults choose to assent to impulsive impressions. Blackson's prop,"minimum belief for having a notion of will in Stoicism — Against Frede, the minimum belief is not that adult humans choose to assent to impulsive impressions, but rather that they choose to exercise t"
pub_carbonell_2016_origen_of_alexandria_on_self_determination_and_non_transferable__pub_fernandez_2016_auto_determinacion_responsabilidad_intransferible_en_origenes_de,publication,pub_carbonell_2016_origen_of_alexandria_on_self_determination_and_non_transferable,"Claudia Carbonell 2016 — Origen of Alexandria on self-determination and non-transferable responsibility. A philosophical approach. (De principiis III, 1)",pub_fernandez_2016_auto_determinacion_responsabilidad_intransferible_en_origenes_de,"Claudia Carbonell Fernández 2016 — Auto-determinación y responsabilidad intransferible en Orígenes de Alejandría. Una consideración filosófica (De principiis III, 1)",0.79,0.84,0.7-0.9,pub_carbonell_2016_origen_of_alexandria_on_self_determination_and_non_transferable,author_year_match;description_token_overlap;label_token_overlap,"In this article, I seek to establish the philosophical contribution of Origen to the idea of the free and responsible nature of the moral agent in De principiis III, 1. I will first show the global ch","Auto-determinación y responsabilidad intransferible en Orígenes de Alejandría. Una consideración filosófica (De principiis III, 1)"
scholarly_argument_dettwiler_authorship_of_colossians_0__scholarly_argument_dettwiler_authorship_of_colossians_1,argument,scholarly_argument_dettwiler_authorship_of_colossians_0,"DETTWILER: Colossians is deutero-Pauline, written by a disciple of Paul after Paul's death ",scholarly_argument_dettwiler_authorship_of_colossians_1,"Dettwiler: Adheres to the third option (deutero-Pauline, written after Paul's death by a di",0.79,0.41,0.7-0.9,scholarly_argument_dettwiler_authorship_of_colossians_1,description_token_overlap;label_token_overlap,"authorship of Colossians — Colossians is deutero-Pauline, written by a disciple of Paul after Paul's death (c. 70-80 CE), not by Paul himself or a collaborator during his lifetime","Among three options on Colossians' author (Paul himself; a close disciple authenticated by Paul during his lifetime, the 'secretary' hypothesis; composition after the Apostle's death by a disciple or "
scholarly_argument_boys_stones_2018_hypothetical_fate__scholarly_argument_boys_stones_hypothetical_fate_ex_hypothese_3,argument,scholarly_argument_boys_stones_2018_hypothetical_fate,"Hypothetical fate: nothing fated absolutely, everything fated conditionally (Boys-Stones 2018)",scholarly_argument_boys_stones_hypothetical_fate_ex_hypothese_3,Boys-Stones: The distinction is NOT about scope (some events fated vs. others not) but about ,0.79,0.57,0.7-0.9,scholarly_argument_boys_stones_2018_hypothetical_fate,description_token_overlap;label_token_overlap,"Boys-Stones' interpretation of Platonist 'conditional/hypothetical' fate (G, H, J): the claim is NOT that human choices are indeterminate while their consequences are fixed. Rather, no individual subl",Hypothetical fate (ex hypotheseōs) vs. absolute fate — The distinction is NOT about scope (some events fated vs. others not) but about description: all events are 'en heimarmenēi' (within fate qua cau
scholarly_argument_still_paul_s_role_as_apologist_and_d_0__scholarly_argument_still_pauline_reception_in_early_chr_1,argument,scholarly_argument_still_paul_s_role_as_apologist_and_d_0,"Still: The volume explores how early Christian apologists engaged with Paul's writings,",scholarly_argument_still_pauline_reception_in_early_chr_1,Still: The volume as a whole examines how second- to early-fourth-century Christian apologists (Ar,0.79,0.71,0.7-0.9,scholarly_argument_still_pauline_reception_in_early_chr_1,description_token_overlap;label_token_overlap,"The Apologists and Paul (eds Still & Wilhite, 2024). Wilhite's Introduction (pp. 1-20) treats 'apologist' as an unstable, pragmatic, catch-all category, and asks whether Paul himself might be consider","Edited volume (Still & Wilhite, 2024; 15 contributors) on Paul's reception among writers grouped, pragmatically, as apologists: Aristides, Justin, Tatian, Athenagoras and Pseudo-Athenagoras, Melito, A"
