pair_id,type,a_id,a_name,b_id,b_name,same_probability,part_of_probability,tier,survivor_suggestion,reasons,a_desc_excerpt,b_desc_excerpt
scholarly_argument_barclay_methodology_of_mirror_reading__0__scholarly_argument_koch_historical_context_peripatetic_4,argument,scholarly_argument_barclay_methodology_of_mirror_reading__0,Barclay: Mirror-reading is essential but extremely problematic; scholars must account for,scholarly_argument_koch_historical_context_peripatetic_4,Koch: Fate and providence became important in Hellenistic debates through Stoicism; ea,0.29,0.08,<=0.3,scholarly_argument_koch_historical_context_peripatetic_4,description_token_overlap,"methodology of mirror-reading polemical texts — Mirror-reading is essential but extremely problematic; scholars must account for Paul's indirect address to opponents through the Galatians, the distort",Historical context: Peripatetic neglect of fate and providence before Alexander — Fate and providence became important in Hellenistic debates through Stoicism; earlier Peripatetics showed little inter
scholarly_argument_junod_origen_critiques_church_through_knowledge_and_holiness__scholarly_argument_nikolaou_commands_activate_dispositions_and_virtue,argument,scholarly_argument_junod_origen_critiques_church_through_knowledge_and_holiness,Junod: Origen relativizes external hierarchy by the internal hierarchy of knowledge and holiness,scholarly_argument_nikolaou_commands_activate_dispositions_and_virtue,Nikolaou: commands activate created dispositions but virtue still requires self-moved acquisition,0.29,0.09,<=0.3,scholarly_argument_junod_origen_critiques_church_through_knowledge_and_holiness,description_token_overlap,"Junod connects Origen's theology to a critique of ecclesial complacency: an intellectual elite could escape clerical control, clergy are judged by knowledge and holiness rather than office alone, and ","Nikolaou holds that Clement's divine commands educate by activating created dispositions toward community and justice, but neither the dispositions nor the commands alone constitute virtue. Virtue mus"
argument_reactive_attitudes_alex__scholarly_argument_double_free_will_as_pseudo_problem_0,argument,argument_reactive_attitudes_alex,Legacy reconstruction (discovery only): Reactive Attitudes Argument (Alexander),scholarly_argument_double_free_will_as_pseudo_problem_0,Double: The free will problem is a pseudo-problem because 'free will' in the sense conne,0.29,0.16,<=0.3,scholarly_argument_double_free_will_as_pseudo_problem_0,description_token_overlap,"Modern reactive-attitudes comparison, discovery only. Alexander's polemical appeals to anger, gratitude, praise and blame may be compared with later analytic debates, but the Strawsonian taxonomy is n","free will as pseudo-problem — The free will problem is a pseudo-problem because 'free will' in the sense connected with desert, moral responsibility, and reactive attitudes is an unprincipled, subject"
scholarly_argument_dettwiler_authorship_of_colossians_and_p_0__scholarly_argument_dettwiler_freedom_in_christ_vs_ascetic_d_1,argument,scholarly_argument_dettwiler_authorship_of_colossians_and_p_0,Dettwiler: Colossians was not written by Paul himself but by an unknown figure very familia,scholarly_argument_dettwiler_freedom_in_christ_vs_ascetic_d_1,DETTWILER: The Colossian community already possesses the fullness of salvation in Christ (2,0.29,0.08,<=0.3,scholarly_argument_dettwiler_freedom_in_christ_vs_ascetic_d_1,description_token_overlap,"Dettwiler: Colossians presents itself as Paul's, but exegesis has shown — 'avec un degré de probabilité encore à préciser' — that it was written not by Paul but by 'quelqu'un de très familier avec sa ",Dettwiler: the author of Colossians does not attack the adversaries directly nor dismantle their system; his aim is to 'immunise' the community against this alternative current by denouncing the judgm
pub_heinze_2026_origen_on_demonic_executioners_and_the_problem_of_evil__scholarly_work_moore_1929_fate_and_free_will_in_the_jewish_philoso,publication,pub_heinze_2026_origen_on_demonic_executioners_and_the_problem_of_evil,Ky Heinze 2026 — Origen on Demonic Executioners and the Problem of Evil,scholarly_work_moore_1929_fate_and_free_will_in_the_jewish_philoso,Moore 1929 — Fate and Free Will in the Jewish Philosophies according to Josephus,0.29,0.05,<=0.3,scholarly_work_moore_1929_fate_and_free_will_in_the_jewish_philoso,description_token_overlap,"Origen believed that God's providence makes good use of everything, including the actions of wicked demons, which serve to discipline sinners and test the righteous. This Element, which focuses on the",Fate and Free Will in the Jewish Philosophies according to Josephus
synthesis_amand1945_plotinus_non_witness_explanation__synthesis_amand1945_transmission_carneades_to_philo_chain,synthesis,synthesis_amand1945_plotinus_non_witness_explanation,Plotinus never appeals to Carneadean topoi — an e silentio explanation (Amand 1945),synthesis_amand1945_transmission_carneades_to_philo_chain,Amand 1945 — Chaîne de transmission Carnéade → Clitomaque → ὑπόμνημα alexandrin → Philon (1er témoin) et Cicéron De fato (témoin parallèle),0.29,0.07,<=0.3,synthesis_amand1945_transmission_carneades_to_philo_chain,description_token_overlap,"Amand 1945's central thesis for the Neoplatonic chapter (Book I ch. VI §I, p. 157-163): 'a curious thing: Plotinus, this Oriental mystic, who was also the last Greek philosopher of genius, nowhere app",Amand’s reconstruction of the chain of transmission of Carneades’ anti-fatalist moral argumentation to the earliest witnesses (B3): (1) Carneades (214/213-129/128 BCE) — wrote nothing. (2) Clitomachus
synthesis_amand1945_nemesius_witness_decay__synthesis_amand1945_philo_attitude_astrology_signs_not_causes,synthesis,synthesis_amand1945_nemesius_witness_decay,Amand 1945 — Némésios: l'argumentation carnéadienne 'rapetissée et momifiée',synthesis_amand1945_philo_attitude_astrology_signs_not_causes,Amand 1945 — Philo’s attitude towards the stars: signs rather than causes (astrology purged of fatalism),0.29,0.08,<=0.3,synthesis_amand1945_philo_attitude_astrology_signs_not_causes,description_token_overlap,"Amand 1945 synthesis (Book II ch. XIV, p. 549-569) on the role of Nemesius of Emesa in the anti-fatalist Carneadean transmission. Nemesius is a secondary witness of singular status: chapter 35 of his ","Amand’s synthesis of the Philonic position with regard to astrology (p. 87-90, ll. 5518-5656): Philo’s monotheistic Judaism obliges him to proscribe the worship of the stars (astrolatry) and to demote"
concept_principle_alternative_possibilities_5s6t7u8v__concept_prohairesis_gregory_nyssa,concept,concept_principle_alternative_possibilities_5s6t7u8v,Principle of Alternative Possibilities (PAP),concept_prohairesis_gregory_nyssa,Prohairesis (προαίρεσις) — Gregory of Nyssa,0.29,0.05,<=0.3,concept_principle_alternative_possibilities_5s6t7u8v,description_token_overlap,"A principle of modern analytical philosophy, formulated by Harry Frankfurt in ""Alternate Possibilities and Moral Responsibility"" (Journal of Philosophy 66.23, 1969, pp. 829–839): a person is morally r","Concept of prohairesis (προαίρεσις) as defined by Gregory of Nyssa in the Discours catéchétique 30 (ed. Srawley p. 112, l. 9-13 = PG 45, 77 A): 'he who has power over the universe, out of an excess of"
pub_ramelli_2009_origen_bardaisan_and_the_origin_of_universal_salvation__pub_scott_2022_cosmic_theodicy_origen_treatment_of_the_problem_of_evil,publication,pub_ramelli_2009_origen_bardaisan_and_the_origin_of_universal_salvation,"Ilaria Ramelli 2009 — Origen, Bardaiṣan, and the origin of universal salvation",pub_scott_2022_cosmic_theodicy_origen_treatment_of_the_problem_of_evil,Mark S. M. Scott 2022 — Cosmic Theodicy: Origen’s Treatment of the Problem of Evil,0.29,0.11,<=0.3,pub_ramelli_2009_origen_bardaisan_and_the_origin_of_universal_salvation,description_token_overlap,"Is Origen of Alexandria the inventor of the eschatological doctrine of apokatastasis — of the eventual return of all creatures to the Good, that is, God, and thus universal salvation? Certainly, he is","Abstract What went wrong with the world? On the surface, the cosmos fails to live up to its meaning, given its ubiquitous injustice, inequity, and suffering. Appearances, however, often conceal deeper"
synthesis_amand1945_cappadocian_chain__synthesis_amand1945_gregory_nyssa_carneadean_role,synthesis,synthesis_amand1945_cappadocian_chain,Amand 1945 — chaîne cappadocienne Origène→Basile→Grégoire de Nysse,synthesis_amand1945_gregory_nyssa_carneadean_role,"Amand 1945 — Grégoire de Nysse, témoin secondaire double",0.28,0.2,<=0.3,synthesis_amand1945_gregory_nyssa_carneadean_role,description_token_overlap;label_token_overlap,Amand 1945 cross-sectional synthesis (Book II ch. VIII-IX) on the Cappadocian chain of transmission of Origenian free will and anti-fatalist polemic. The lineage is established as follows: (a) Origen ,"Amand 1945 synthesis (Book II ch. IX, p. 405-439) on the role of Gregory of Nyssa in the Carneadean anti-fatalist transmission. Gregory occupies a dual and atypical position: (a) in the Against Fate ("
synthesis_amand1945_pseudo_plutarch_albinus_parallel__synthesis_amand1945_pseudo_plutarch_de_fato_conditional_heimarmene,synthesis,synthesis_amand1945_pseudo_plutarch_albinus_parallel,Amand 1945 — Parallèle Pseudo-Plutarque ↔ Albinus (Didaskalikos ch. 26) sur εἱμαρμένη conditionnelle,synthesis_amand1945_pseudo_plutarch_de_fato_conditional_heimarmene,Amand 1945 — Le Pseudo-Plutarque (De fato) : εἱμαρμένη conditionnelle et compromis platonicien moyen,0.28,0.15,<=0.3,synthesis_amand1945_pseudo_plutarch_de_fato_conditional_heimarmene,description_token_overlap;label_token_overlap,"Synthesis of Amand 1945 (p. 106 note 3, ll. 6404-6411) establishing the doctrinal parallel between Pseudo-Plutarch (De fato §§1, 4, 6, 8, 11) and Albinus (Didaskalikos ch. 26 — Εἰσαγωγὴ εἰς τὴν φιλοσο","Amand's additional note (p. 104-106, ll. 6277-6411) on Pseudo-Plutarch. The opusculum Περὶ εἱμαρμένης (De fato), attributed in the manuscripts to Plutarch, is now recognised as an apocryphal work, per"
scholarly_argument_de_monneron_epicurean_indeterminism_and_fr_1__scholarly_argument_o_keefe_epicurus_as_first_libertarian__2,argument,scholarly_argument_de_monneron_epicurean_indeterminism_and_fr_1,DE MONNERON: Epicurus already conceived an idea similar to event-causal libertarianism by ass,scholarly_argument_o_keefe_epicurus_as_first_libertarian__2,O'Keefe: Epicurus has been mistakenly hailed as the first person to discover the free wil,0.28,0.14,<=0.3,scholarly_argument_de_monneron_epicurean_indeterminism_and_fr_1,description_token_overlap;label_token_overlap,"Faithful as written; the quote_verbatim belongs to p. 343 (chapter on chance and indeterminism), the description to pp. 7-8.",Faithful as written; only the page of the quote_verbatim is wrong.
scholarly_argument_narbonne_soul_s_descent_and_moral_respo_2__scholarly_argument_narbonne_soul_s_weakness_and_relation_t_3,argument,scholarly_argument_narbonne_soul_s_descent_and_moral_respo_2,Narbonne: Examines the 'partly undescended soul' (ἀμέθεξις) as a Plotinian concept develop,scholarly_argument_narbonne_soul_s_weakness_and_relation_t_3,Narbonne: Questions whether Plotinus underwent 'doctrinal evolution' regarding soul's weak,0.28,0.27,<=0.3,scholarly_argument_narbonne_soul_s_weakness_and_relation_t_3,description_token_overlap;label_token_overlap,"Study Two: the partly undescended soul, which guarantees the incarnate soul 'a direct and uninterrupted link with transcendent realities', is 'a transfer or, more precisely, a reformulation of a teach","Study Three asks whether the late treatment of the soul's weakness (Enn. I.8) marks a doctrinal evolution. Sensible matter is for Plotinus 'not a creation of the Soul, but a by-product of the alterity"
